title,generatedtitle,description,publication_date,posting_type,parking_lot,bathrooms,half_bathrooms,price,bedrooms,age,property_dimension(sqft),address,pictures,property_type,operation_type,zone,city,postingid,postingcode,publisherid,premier,url
"Departamento de 2 habitaciones, Miguel Hidalgo","Departamento de 2 habitaciones, Miguel Hidalgo","Nuestro departamento con 2 recámaras y 2 baños completos desde 83.46m2 + Balcón de 5.31m2 para un total de 88.77m2 se convierte tú opcíon para invertir ó vivir en familia en la Escandón, rodeado de las colonias más enblemematicas y con mayor crecimiento, plúsvalia como: Roma Sur, Nápoles, San Miguel Chapultepec, Condesa. <br>Entregamos con excelentes acabados y amenidades totalmente equipadas como: Gimnasio, Ludoteca, Salón de Usos Multiples, Pet Park, Asadores, Salón de Adultos, Roof garden Comunal, Jacuzzi, Biblioteca de Herramientas, Almacen de Paquetería. <br>En la zona contarás con ciclovía, centros comerciales, parques, hospitales, universidades, oficinas y el mejor transporte público. <br>Agrega a tu departamento una Bodega o un cajón de estacionamiento extra*",2023-08-22T06:43:58Z,UNIT,1,2,0,"5,163,900",2,En construcción,88,Mártires de la Conquista ,"https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556030.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556031.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556032.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556033.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556034.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556035.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556036.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556037.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556038.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556039.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556040.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556041.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556042.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556043.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,91027278,3MBBCI,51254304,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-2-recamaras-y-2-banos-prototipo-1b-91027278.html
"Departamento de 3 habitaciones, Miguel Hidalgo","Departamento de 3 habitaciones, Miguel Hidalgo","Nuestro departamento con 3 recámaras, 2 baños completos y 2 cajones de estacionamiento con 88.58m2 habitables; la opcíon en la zona para invertir ó vivir en familia en la Escandón, rodeado de las colonias más enblemematicas y con mayor crecimiento, plúsvalia como: Roma Sur, Nápoles, San Miguel Chapultepec, Condesa. <br>Entregamos con excelentes acabados y amenidades totalmente equipadas como: Gimnasio, Ludoteca, Salón de Usos Multiples, Pet Park, Asadores, Salón de Adultos, Roof garden Comunal, Jacuzzi, Biblioteca de Herramientas, Almacen de Paquetería. <br>En la zona contarás con ciclovía, centros comerciales, parques, hospitales, universidades, oficinas y el mejor transporte público. <br>Agrega a tu departamento una Bodega o un cajón de estacionamiento extra*",2023-08-22T06:56:20Z,UNIT,2,2,0,"5,221,650",3,En construcción,88,Mártires de la Conquista ,"https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556341.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556342.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556343.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556344.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556345.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556346.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556347.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556348.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556349.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556350.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556351.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556352.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556353.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556354.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556355.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556356.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556357.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556358.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556359.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556360.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,91027298,3MBBD8,51254304,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-3-recamaras-prototipo-11-91027298.html
"Departamento de 1 habitación, Miguel Hidalgo","Departamento de 1 habitación, Miguel Hidalgo","Bonito departamento en primer nivel cuenta con una recamara con vestidor y terraza, cocina integral equipada, sala comedor con una segunda terraza",2024-05-20T05:16:16Z,UNIT,1,1,1,"4,500,000",1,En construcción,100,lago como ,"https://img10.naventcdn.com/avisos/resize/18/01/43/57/72/93/1200x1200/1462475267.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/01/43/57/72/93/1200x1200/1465862448.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/57/72/93/1200x1200/1465819087.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/57/72/93/1200x1200/1465819122.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/57/72/93/1200x1200/1465819123.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/57/72/93/1200x1200/1465819124.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/57/72/93/1200x1200/1465819125.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/57/72/93/1200x1200/1465819126.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/57/72/93/1200x1200/1465819127.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/57/72/93/1200x1200/1465819128.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/57/72/93/1200x1200/1465819129.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,143577293,5R7K9N,102419470,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-con-una-recamara-y-terraza-143577293.html
"Departamento de 2 habitaciones, Miguel Hidalgo","Departamento de 2 habitaciones, Miguel Hidalgo","Bonito departamento en primer nivel cuenta con dos recamaras, dos baños completos, la recamara principal con su propio baño y acceso a la terraza, cocina integral equipada, sala y comedor con balcón",2024-05-27T19:55:57Z,UNIT,1,2,0,"4,000,000",2,En construcción,88,lago como ,"https://img10.naventcdn.com/avisos/resize/18/01/43/64/53/37/1200x1200/1464278638.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/01/43/64/53/37/1200x1200/1465862963.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/53/37/1200x1200/1465819888.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/53/37/1200x1200/1465819889.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/53/37/1200x1200/1465819890.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/53/37/1200x1200/1465819891.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/53/37/1200x1200/1465819892.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/53/37/1200x1200/1465819893.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/53/37/1200x1200/1465819894.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/53/37/1200x1200/1465819895.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/53/37/1200x1200/1465819896.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,143645337,5RA5RR,102419470,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-de-2-recamaras-terraza-y-balcon-143645337.html
"Departamento de 2 habitaciones, Miguel Hidalgo","Departamento de 2 habitaciones, Miguel Hidalgo","Bonito departamento en primer nivel cuenta con dos recamaras, dos baños completos, la recamara principal con su propio baño, cocina integral equipada, sala y comedor con acceso a su terraza privada",2024-05-27T20:02:33Z,UNIT,1,2,0,"4,800,000",2,En construcción,106,lago como ,"https://img10.naventcdn.com/avisos/resize/18/01/43/64/54/79/1200x1200/1464281458.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/01/43/64/54/79/1200x1200/1465863632.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/54/79/1200x1200/1465821306.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/54/79/1200x1200/1465821307.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/54/79/1200x1200/1465821308.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/54/79/1200x1200/1465821309.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/54/79/1200x1200/1465821310.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/54/79/1200x1200/1465821311.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/54/79/1200x1200/1465821312.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/54/79/1200x1200/1465821323.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/64/54/79/1200x1200/1465821324.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,143645479,5RA62J,102419470,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-de-2-recamaras-y-terraza-143645479.html
"Departamento de 1 habitación, Miguel Hidalgo","Departamento de 1 habitación, Miguel Hidalgo","Bonito departamento en segundo y tercer nivel cuenta con una recamara con baño completo y vestidor, medio baño para visitas, cocina integral equipada, sala y comedor con acceso al balcón",2024-06-03T22:07:37Z,UNIT,1,1,1,"4,200,000",1,En construcción,81,lago como ,"https://img10.naventcdn.com/avisos/resize/18/01/43/70/65/79/1200x1200/1465826896.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/01/43/70/65/79/1200x1200/1465863722.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/65/79/1200x1200/1465863723.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/65/79/1200x1200/1465826899.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/65/79/1200x1200/1465826900.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/65/79/1200x1200/1465826901.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/65/79/1200x1200/1465826902.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/65/79/1200x1200/1465826903.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/65/79/1200x1200/1465826904.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/65/79/1200x1200/1465826905.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/65/79/1200x1200/1465826906.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/65/79/1200x1200/1465826907.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,143706579,5RCDT9,102419470,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-con-una-recamara-y-balcon-143706579.html
"Departamento de 2 habitaciones, Miguel Hidalgo","Departamento de 2 habitaciones, Miguel Hidalgo","Bonito departamento en segundo y tercer nivel cuenta con dos recamaras, dos baños completos, la principal con su propio baño y vestidor, cocina integral equipada, sala y comedor con acceso al balcón",2024-06-03T22:20:59Z,UNIT,1,2,0,"3,800,000",2,En construcción,82,lago como ,"https://img10.naventcdn.com/avisos/resize/18/01/43/70/68/15/1200x1200/1465832103.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/01/43/70/68/15/1200x1200/1465864072.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/68/15/1200x1200/1465864073.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/68/15/1200x1200/1465832106.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/68/15/1200x1200/1465832107.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/68/15/1200x1200/1465832108.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/68/15/1200x1200/1465832109.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/68/15/1200x1200/1465832110.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/68/15/1200x1200/1465832111.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/68/15/1200x1200/1465832113.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/68/15/1200x1200/1465832114.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/68/15/1200x1200/1465832115.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,143706815,5RCE75,102419470,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-de-2-recamaras-y-balcon-143706815.html
"Departamento de 2 habitaciones, Miguel Hidalgo","Departamento de 2 habitaciones, Miguel Hidalgo","Bonito departamento en segundo y tercer nivel cuenta con dos recamaras, dos baños completos, la principal con su propio baño, cocina integral equipada, sala y comedor con acceso a la terraza",2024-06-03T22:33:10Z,UNIT,1,2,0,"5,050,000",2,En construcción,106,lago como ,"https://img10.naventcdn.com/avisos/resize/18/01/43/70/70/62/1200x1200/1465837231.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/01/43/70/70/62/1200x1200/1465864407.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/70/62/1200x1200/1465864408.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/70/62/1200x1200/1465837234.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/70/62/1200x1200/1465837235.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/70/62/1200x1200/1465837236.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/70/62/1200x1200/1465837237.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/70/62/1200x1200/1465837238.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/70/62/1200x1200/1465837239.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/70/62/1200x1200/1465837240.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/70/62/1200x1200/1465837241.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/70/62/1200x1200/1465837242.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,143707062,5RCEFC,102419470,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-de-2-recamaras-y-terraza-143707062.html
"Departamento de 1 habitación, Miguel Hidalgo","Departamento de 1 habitación, Miguel Hidalgo","Bonito departamento en cuarto nivel cuenta con una recamara con baño completo y vestidor, medio baño para visitas, cocina integral equipada, sala y comedor con acceso al balcón y Roof Garden privado",2024-06-03T23:09:24Z,UNIT,1,1,1,"5,000,000",1,En construcción,135,lago como ,"https://img10.naventcdn.com/avisos/resize/18/01/43/70/76/36/1200x1200/1465850924.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/01/43/70/76/36/1200x1200/1465850925.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/76/36/1200x1200/1465850926.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/76/36/1200x1200/1465850927.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/76/36/1200x1200/1465850931.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/76/36/1200x1200/1465850934.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/76/36/1200x1200/1465850941.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/76/36/1200x1200/1465850942.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/76/36/1200x1200/1465850943.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/76/36/1200x1200/1465850944.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/76/36/1200x1200/1465850961.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,143707636,5RCF4G,102419470,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-con-una-recamara-balcon-y-roof-garden-143707636.html
"Departamento de 2 habitaciones, Miguel Hidalgo","Departamento de 2 habitaciones, Miguel Hidalgo","Bonito departamento en cuarto nivel cuenta con dos recamaras, dos baños completos, la principal con su propio baño, cocina integral equipada, sala, comedor con acceso al balcón y Roof Garden Privado",2024-06-03T23:15:54Z,UNIT,1,2,0,"5,650,000",2,En construcción,159,lago como ,"https://img10.naventcdn.com/avisos/resize/18/01/43/70/81/35/1200x1200/1465857515.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/01/43/70/81/35/1200x1200/1465857516.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/81/35/1200x1200/1465857517.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/81/35/1200x1200/1465857518.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/81/35/1200x1200/1465857519.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/81/35/1200x1200/1465857520.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/81/35/1200x1200/1465857521.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/81/35/1200x1200/1465857522.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/81/35/1200x1200/1465857523.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/81/35/1200x1200/1465857524.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/81/35/1200x1200/1465857525.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,143708135,5RCFL5,102419470,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-de-2-recamaras-balcon-y-roof-garden-143708135.html
"Departamento de 2 habitaciones, Miguel Hidalgo","Departamento de 2 habitaciones, Miguel Hidalgo","Bonito departamento en cuarto nivel cuenta con dos recamaras, dos baños completos, la recamara principal con su propio baño, cocina integral equipada, sala, comedor con acceso al balcón y Roof Garden Privado",2024-06-03T23:21:09Z,UNIT,1,2,0,"6,650,000",2,En construcción,200,lago como ,"https://img10.naventcdn.com/avisos/resize/18/01/43/70/84/01/1200x1200/1465862358.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/01/43/70/84/01/1200x1200/1465862359.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/84/01/1200x1200/1465862360.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/84/01/1200x1200/1465862361.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/84/01/1200x1200/1465862362.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/84/01/1200x1200/1465862363.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/84/01/1200x1200/1465862364.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/84/01/1200x1200/1465862365.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/84/01/1200x1200/1465862366.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/84/01/1200x1200/1465862367.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/70/84/01/1200x1200/1465862368.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,143708401,5RCG01,102419470,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-de-2-recamaras-balcon-y-roof-garden-143708401.html
Exterior,Exterior,"Espacioso departamentos de 120m2 + 25m2 de Roof Garden y Bodega (*). <br>Vistas al Exterior/Calle. <br>2 Estacionamientos techados (independientes de vecinos) + 1 Slot de bicicleta. <br>Cuenta con su propia Bodega, Roof Garden y Calentador Solar independiente. <br><br>(*) Considera que hemos dado un dato aproximado de superficie para hacerte una primera aproximación más fácil y sencilla. ¡Pero no te preocupes!, dado que antes de darnos ningún pago te daremos los datos exactos para tu total tranquilidad.",2023-02-16T16:14:59Z,UNIT,0,2,0,"4,900,000",2,En construcción,N/A,Laguna de Tamiahua 171,"https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/357652866.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/357438280.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/357438282.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/357438285.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/357438284.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/357438286.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/1110641506.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/1110641507.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/1110641508.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/1110641509.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/1110641510.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/1110641511.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/22/91/04/1200x1200/357438287.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,66229104,2LMRQO,155237,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-exterior-calle-nivel-0-modelo-s-a04-66229104.html
Balcón,Balcón,"Espacioso departamento de 120m2 + 30m2 de Roof Garden y Bodega (*). <br>Vistas al Exterior/Calle <br>2 Estacionamientos Techados independientes de vecinos + 1 Slot de bicicleta. <br>Cuenta con su propia Bodega, Roof Garden y Calentador Solar independientes. <br><br>(*) Considera que hemos dado un dato aproximado de superficie para hacerte una primera aproximación más fácil y sencilla. ¡Pero no te preocupes!, dado que antes de darnos ningún pago te daremos los datos exactos para tu total tranquilidad.",2023-02-16T19:35:22Z,UNIT,0,2,0,"5,400,000",2,En construcción,N/A,Laguna de Tamiahua 171,"https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/357651537.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/357486992.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/357486993.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/357487010.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/357487005.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/357487011.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/1110642511.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/1110642512.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/1110642513.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/1110642514.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/1110642515.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/1110642516.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/357490406.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/19/93/1200x1200/357490413.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,66231993,2LN133,155237,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-exterior-calle-nivel-2-modelo-s-a22-a24-66231993.html
Balcón Techado,Balcón Techado,"Espacioso departamento con Balcón de 120m2 + 35m2 de Roof Garden y Bodega (*) + 2 Estacionamientos Grandes. <br>Vistas al Jardín Interior. <br>2 Estacionamientos Techados (independientes de vecinos) + 1 Slot de bicicleta. <br>Cuenta con su propia Bodega, Roof Garden y Calentador Solar independiente. <br><br>(*) Considera que hemos dado un dato aproximado de superficie y distribuciones para hacerte una primera aproximación más fácil y sencilla. ¡Pero no te preocupes!, dado que antes de darnos ningún pago te daremos los datos exactos para tu total tranquilidad.",2023-02-16T19:56:53Z,UNIT,0,2,0,"5,500,000",2,En construcción,N/A,Laguna de Tamiahua 171,"https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/357492604.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/357492602.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/357492603.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/357492611.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/357492609.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/357492627.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/1110641077.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/1110641078.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/1110641079.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/1110641080.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/1110641082.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/1110641081.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/23/23/01/1200x1200/357492638.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,66232301,2LN1DB,155237,false,https://www.inmuebles24.com/propiedades/desarrollo/veunapna-interior-jardin-balcon-nivel-2-modelo-s-b24-66232301.html
